license,name,entity,estab_type,address,city,zip,borough,sqft,size_class,is_supermarket,lon,lat
600005,ADDEO BAKERS,ADDEO BAKERS INC,ABCHK,2372 HUGHES AVE,BRONX,10458,Bronx,4000,Small supermarket or grocer,True,-73.88745,40.85451
600049,C TOWN,NANIN FOOD CORP,AC,2733 3RD AVE,BRONX,10451,Bronx,10000,Large supermarket,True,-73.9211,40.81425
600057,S&S CHEESECAKE,S&S CHEESECAKE INC,ABCHK,222 W 238TH ST,BRONX,10463,Bronx,4000,Small supermarket or grocer,True,-73.89981,40.88484
600103,SCALINADA MEAT GROC&DEL,SILJKOVIC RABA&VEZIRA,AC,667 E 187TH ST,BRONX,10458,Bronx,800,Corner store or specialty,True,-73.88565,40.85461
600187,ALMANZAR GROCERY&FOOD,ALMANZAR GROCERY&FOOD CORP,AC,854 INTERVALE AVE,BRONX,10459,Bronx,1000,Corner store or specialty,True,-73.89562,40.81801
600205,CARINO GROCERY,CARINO DELI GROCERY CORP,AC,643 E 182ND ST. ###,BRONX,10457,Bronx,1200,Corner store or specialty,True,-73.88864,40.85127
600246,C-TOWN SUPERMARKET,564 GROCERY INC,ABC,564 SOUTHERN BLVD,BRONX,10455,Bronx,8000,Standard supermarket,True,-73.90281,40.81251
600307,WALGREENS 1013,WALGREEN EASTERN CO INC,A,5564 BROADWAY,BRONX,10463,Bronx,20000,Other licensed food retailer,False,-73.90504,40.87863
600314,FRANCIS GROCERY,ER FOOD CORP,AC,3738 3RD AVE,BRONX,10456,Bronx,1000,Corner store or specialty,True,-73.9028,40.83608
600350,RODRIGUEZ GROCERY,RODRIGUEZ RAMON A,AC,753 FOX ST,BRONX,10455,Bronx,1500,Corner store or specialty,True,-73.89822,40.81566
600405,TEITEL BROTHERS,TEITEL BROTHERS INC,AC,2372 ARTHUR AVE,BRONX,10458,Bronx,1000,Corner store or specialty,True,-73.8882,40.85486
600413,BORGATTIS,BORGATTIS RAVIOLI&EGG NOODLES INC,AC,632 E 187TH ST,BRONX,10458,Bronx,1000,Corner store or specialty,True,-73.88645,40.855
600437,MORTON WILLIAMS SPRMRKT,RED&WHITE MARKETS INC,ABC,15 E KINGSBRIDGE RD,BRONX,10468,Bronx,25000,Large supermarket,True,-73.89675,40.86721
600477,GREEN OCEAN FISH MARKET,GREEN OCEAN FISH MARKET CORP,AC,67 E KINGSBRIDGE RD,BRONX,10468,Bronx,1200,Corner store or specialty,True,-73.89586,40.86682
600514,PREMIER FOOD,PREMIER FOOD INC,AC,738 LYDIG AVE,BRONX,10462,Bronx,1300,Corner store or specialty,True,-73.86633,40.85447
600580,MATA E CANA DELI & GRCY,GOMEZ EDWARD,AC,911 E 156TH ST,BRONX,10455,Bronx,1500,Corner store or specialty,True,-73.90103,40.81692
600701,L&V FOOD CENTER,2676 MORRIS FOOD CORP,AC,2676 MORRIS AVE,BRONX,10468,Bronx,1500,Corner store or specialty,True,-73.89613,40.86727
600709,FOOD TOWN,AJC FOOD MARKET CORP,AC,4332 WHITE PLAINS RD,BRONX,10466,Bronx,24000,Large supermarket,True,-73.85574,40.89639
600723,MORRIS PARK MEAT MARKET,MARIOS MEAT MARKET INC,AC,1037 MORRIS PARK AVE,BRONX,10461,Bronx,1000,Corner store or specialty,True,-73.85499,40.84868
600758,MADONIA BROTHERS BAKERY,MADONIA BROTHERS BAKERY INC,ABH,2348 ARTHUR AVE,BRONX,10458,Bronx,3400,Other licensed food retailer,False,-73.88852,40.85444
600770,FINE FARE,C & CBROTHERS OF NY,ABC,59 E 167TH ST,BRONX,10452,Bronx,20000,Large supermarket,True,-73.92058,40.83552
600774,SANTIAGO GROCERY,SANTIAGO MIGUEL,AC,15 W TREMONT AVE. ###,BRONX,10453,Bronx,1500,Corner store or specialty,True,-73.90989,40.85198
600805,TOP BANANA MARKET,ITALCORP INC,ABC,947 CASTLE HILL AVE,BRONX,10473,Bronx,2000,Corner store or specialty,True,-73.84981,40.82664
600931,CASA DORO DELICATESSEN,SMA DELI GROCERY CORP,AC,2487 EASTCHESTER RD,BRONX,10469,Bronx,1000,Corner store or specialty,True,-73.84341,40.86259
600951,FOODTOWN,1489 FOOD CORP,AC,1477-1489 WEST AVE,BRONX,10462,Bronx,5000,Standard supermarket,True,-73.86158,40.83655
600961,A WORLD OF SPICE,A WORLD OF SPICE NY LLC,AC,2164 WESTCHESTER AVE,BRONX,10462,Bronx,1500,Corner store or specialty,True,-73.85218,40.83416
600998,FINE FARE SUPERMARKET,PALERO FOOD CORP,AC,3550 WHITE PLAINS RD,BRONX,10467,Bronx,5500,Standard supermarket,True,-73.86566,40.87827
601041,BILLYS DELI&GROCERY STR,GONZALEZ BILLY G,ABC,83 W FORDHAM RD,BRONX,10468,Bronx,1500,Corner store or specialty,True,-73.90419,40.86275
601129,502 SOUTHERN BLVD GRCY,502 SOUTHERN BLVD GROCERY CORP,AC,502 SOUTHERN BLVD,BRONX,10455,Bronx,1000,Corner store or specialty,True,-73.90533,40.81133
601227,CASADO DELI GROCERY STR,672 E 138TH STREET FOOD CORP,AC,672 E 138TH ST,BRONX,10454,Bronx,1500,Corner store or specialty,True,-73.91431,40.80548
601241,J&A FRUIT&GROCERY CNTR,J&A FRUIT&GROCERY CORP,AC,11-17 E 171ST ST,BRONX,10452,Bronx,1700,Corner store or specialty,True,-73.9161,40.84101
601273,J&C GROCERY,J&C GROCERY OF NY INC,AC,566 E 188TH ST,BRONX,10458,Bronx,1000,Corner store or specialty,True,-73.88792,40.85699
601292,SUPER FRESH SUPERMARKET,PWP EQUITIES CORP,AC,1188 WEBSTER AVE,BRONX,10456,Bronx,15000,Large supermarket,True,-73.91006,40.83151
601293,VAN VAN GROCERY,VAN VAN GROCERY CORP,AC,523 VAN NEST AVE. ###,BRONX,10460,Bronx,1500,Corner store or specialty,True,-73.86995,40.84127
601356,TAYLOR SUPERETTE,TAYLOR SUPERETTE CORP,AC,459 TAYLOR AVE,BRONX,10473,Bronx,600,Corner store or specialty,True,-73.86144,40.81484
601435,KEY FOOD,B&ME FOOD CORP,AC,1050 WESTCHESTER AVE,BRONX,10459,Bronx,15000,Large supermarket,True,-73.8914,40.82494
601470,LLOYDS CARROT CAKE,LLOYDS CARROT CAKE INC,ABCHK,6087 BROADWAY,BRONX,10471,Bronx,800,Corner store or specialty,True,-73.89648,40.89401
601477,STOP&SHOP 503,STOP&SHOP SUPERMARKET CO LLC THE,ABC,5716 BROADWAY,BRONX,10463,Bronx,27000,Large supermarket,True,-73.90201,40.88187
601535,FOOD DYNASTY SUPERMARKE,48 BURNSIDE FOOD CORP,AC,40-48 W BURNSIDE AVE,BRONX,10453,Bronx,15000,Large supermarket,True,-73.90913,40.85385
601536,FINE FARE SUPERMARKET,EAST 233 FOOD CORP,AC,1197-99 E 233RD ST,BRONX,10466,Bronx,14000,Large supermarket,True,-73.84327,40.88935
601566,GONZALEZ GROCERY STORE,GONZALEZ ALBERTO,AC,2665 VALENTINE AVE,BRONX,10458,Bronx,1200,Corner store or specialty,True,-73.89305,40.86573
601621,KEY FOODS,MK FOOD CORP,AC,1535 UNIONPORT RD,BRONX,10462,Bronx,9000,Standard supermarket,True,-73.85762,40.83697
601642,CASTILLO MEAT & PRODUCE,965 CASTILLO MEAT & PRODUCE INC,AC,965 E 172ND ST,BRONX,10460,Bronx,1700,Corner store or specialty,True,-73.88747,40.83328
601770,20/20 DELI,20/20 DELI INC,AC,1120 SOUTHERN BLVD,BRONX,10459,Bronx,1100,Corner store or specialty,True,-73.89194,40.82695
601816,A&A EXPRESS DELI & GROCERY,AHMED ALI M & ABDO M,AC,3101 WESTCHESTER AVE,BRONX,10461,Bronx,1100,Corner store or specialty,True,-73.83045,40.84937
601906,LA INDIA MINI MARKET,LA INDIA MINI MARKET INC,AC,1942 MARMION AVE,BRONX,10460,Bronx,800,Corner store or specialty,True,-73.88706,40.84303
602110,SUNDIAL HERBAL PRODUCTS,SUNDIAL HERBS & HERBAL PRODUCTS ENTERPRI,AC,3609 BOSTON RD,BRONX,10466,Bronx,2000,Corner store or specialty,True,-73.84288,40.87932
602229,FINE FARE SUPERMARKET,C&R FOOD CORP,AC,708 E TREMONT AVE,BRONX,10457,Bronx,14000,Large supermarket,True,-73.89064,40.84517
602258,KEY FOOD,PRINCE FOOD CORP,AC,2044 BOSTON RD,BRONX,10460,Bronx,14000,Large supermarket,True,-73.87932,40.84102
602272,SAMMY GROCERY,SAMMY 2500 GROCERY CORP,AC,2500 ARTHUR AVE,BRONX,10458,Bronx,700,Corner store or specialty,True,-73.8855,40.85799
602284,BENS MARKET,ROSEMARIE INC,AC,19 KNOLLS CRESCENT,BRONX,10463,Bronx,3000,Small supermarket or grocer,True,-73.91761,40.87869
602299,S.A. DELI GROCERY,S.A. DELI GROCERY CORP,AC,29 CLINTON PL,BRONX,10453,Bronx,1500,Corner store or specialty,True,-73.90627,40.85683
602316,EMPIRE BAGELS,EMPIRE BAGELS INC,ABC,3101D WESTCHESTER AVE,BRONX,10461,Bronx,1000,Corner store or specialty,True,-73.83045,40.84937
602339,LOS HERMANOS DELI,RICARDITO&ANTHONY DELI GRCRY INC,AC,2019 VYSE AVE,BRONX,10460,Bronx,1800,Corner store or specialty,True,-73.8815,40.84274
602442,YENIDE DELI GROCERY,ALANIS DELI GROCERY CORP,AC,2563-2565 GRAND CONCOURSE,BRONX,10468,Bronx,1500,Corner store or specialty,True,-73.89612,40.86404
602448,LUCKY LELAND,LUCKY LELAND CORP,AC,1859 ARCHER ST,BRONX,10460,Bronx,1600,Corner store or specialty,True,-73.86467,40.83775
602475,LA OAXAQUENA PRODUCE,LA OAXAQUENA CORP,AC,2276 JEROME AVE,BRONX,10453,Bronx,1800,Corner store or specialty,True,-73.9038,40.85855
602513,ASSOCIATED 867,FRANCO FOOD CORP,AC,1585 WESTCHESTER AVE,BRONX,10472,Bronx,8000,Standard supermarket,True,-73.876,40.8291
602545,KEY FOOD,BATFER FOOD CORP,AC,256 E 167TH ST,BRONX,10456,Bronx,12000,Large supermarket,True,-73.91475,40.83352
602697,STOP&SHOP 504,STOP&SHOP SUPERMARKET CO LLC THE,ABC,691 CO-OP CITY BLVD,BRONX,10475,Bronx,58000,Large supermarket,True,-73.82493,40.88049
602726,PASCUAL MINI MARKET,PASCUAL MINI MARKET CORP,AC,951-959 OGDEN AVE,BRONX,10452,Bronx,2000,Corner store or specialty,True,-73.93005,40.83175
602768,BROADWAY GRCRY CANDY ST,ABDULLAH SALEH M,A,249 W 231ST ST,BRONX,10463,Bronx,900,Other licensed food retailer,False,-73.90632,40.87968
602856,GESHMAKE FISH,GESHMAKE FISH CORP,AC,513 W 236TH ST,BRONX,10463,Bronx,1000,Corner store or specialty,True,-73.90754,40.88645
602868,ANN CLAIRS SALUMERIA,ANN CLAIRS SALUMERIA INC,AC,1130 MORRIS PARK AVE,BRONX,10461,Bronx,1200,Corner store or specialty,True,-73.85184,40.85009
602906,LEBANON DELI GROCERY,ALKIFI AHMED M,AC,638 E 169TH ST #9,BRONX,10456,Bronx,700,Corner store or specialty,True,-73.90099,40.83136
603025,ASSOCIATED SUPERMARKET,161 EAST MEAT CORP,AC,724 E 161ST ST,BRONX,10456,Bronx,14000,Large supermarket,True,-73.90502,40.8214
603058,520 EAST GROCERY,520 EAST GROCERY CORP,AC,520-522 BROOK AVE,BRONX,10455,Bronx,1200,Corner store or specialty,True,-73.9153,40.81434
603070,FINE FARE SUPERMARKET,1654 METROPOLITAN FOOD CORP,AC,1654 METROPOLITAN AVE,BRONX,10462,Bronx,16000,Large supermarket,True,-73.85563,40.84039
603092,TERRANOVA BAKERY,TERRANOVA BREAD INC,ABK,691 E 187TH ST,BRONX,10458,Bronx,2000,Other licensed food retailer,False,-73.88487,40.85427
603109,ASAFO MARKET,ADJEI-BAAFUOR MAXWELL,AC,1884 GUERLAIN ST,BRONX,10462,Bronx,800,Corner store or specialty,True,-73.86356,40.84015
603129,ELIA VITO,CROSBY AVENUE DELI CORP,AC,1715 CROSBY AVE,BRONX,10461,Bronx,2500,Small supermarket or grocer,True,-73.83134,40.84558
603138,JOSELYN GROCERY,JOSELYN GROCERY CORP,AC,2238 MORRIS AVE,BRONX,10453,Bronx,1800,Corner store or specialty,True,-73.90262,40.85698
603147,FIREHOUSE DELI,2690 GROCERY CORP,AC,2690 3RD AVE,BRONX,10454,Bronx,4000,Small supermarket or grocer,True,-73.92259,40.8135
603248,EDDIES DELI,ATE DELI INC,AC,3165 BAINBRIDGE AVE,BRONX,10467,Bronx,1200,Corner store or specialty,True,-73.8795,40.87527
603265,PINKY QUICK STOP,PINKY QUICK STOP INC,AC,2934 WILKINSON AVE,BRONX,10461,Bronx,685,Corner store or specialty,True,-73.83029,40.85165
603267,PRICE CHOICE,JVD FOOD CORP,ABC,820 E 180TH ST,BRONX,10460,Bronx,9000,Standard supermarket,True,-73.88499,40.84625
603275,FELU GROCERY,FELU GROCERY CORP,AC,1275 BURKE AVE,BRONX,10469,Bronx,2100,Corner store or specialty,True,-73.84937,40.87142
603400,FINE FARE SUPERMARKET,VARGAS&RODRIGUEZ SUPERMARKET INC,AC,3131 GRAND CONCOURSE,BRONX,10468,Bronx,5000,Standard supermarket,True,-73.88648,40.8751
603423,STAR CITY FRUIT&VEG,LEE UI DUK,AC,676 ALLERTON AVE,BRONX,10467,Bronx,1200,Corner store or specialty,True,-73.86818,40.86543
603491,BATTAMBANG MARKET 2,TEK VANSY,A,229 E KINGSBRIDGE RD,BRONX,10458,Bronx,1200,Corner store or specialty,True,-73.89364,40.8653
603492,GOOD N NATURAL,GOOD N NATURAL INC,AC,2173 WHITE PLAINS RD,BRONX,10462,Bronx,3000,Small supermarket or grocer,True,-73.86766,40.85571
603652,FOOD FAIR FRESH MARKET,FT MEAT CORP,AC,1065 E 163RD ST,BRONX,10459,Bronx,13000,Large supermarket,True,-73.89071,40.821
603764,1029 SIMPSON DELI&GROCERY,1029 SIMPSON DELI & GROCERY CORP,AC,1029 WESTCHESTER AVE,BRONX,10459,Bronx,1800,Corner store or specialty,True,-73.89298,40.82414
603788,VASQUEZ DELI GROCERY,VASQUEZ FELIX B,AC,1959 CLINTON AVE ###,BRONX,10457,Bronx,1500,Corner store or specialty,True,-73.88994,40.84511
603793,CRUZ FOOD MARKET,CRUZ FOOD MARKET LLC,AC,273 E 198TH ST,BRONX,10458,Bronx,1200,Corner store or specialty,True,-73.88865,40.86877
603794,GARDEN GOURMET,VILLAS MARKET PLACE INC,AC,5665 BROADWAY,BRONX,10463,Bronx,5000,Standard supermarket,True,-73.9033,40.88106
603799,HEIGHT STAR SERVICE STA,HEIGHT STAR SERVICE STATION CORP,AC,4068 3RD AVE,BRONX,10457,Bronx,1000,Corner store or specialty,True,-73.89779,40.84346
603800,PIONEER SUPERMARKET,FRUITS VEGS & MEAT CORP,AC,256 ST ANNS AVE,BRONX,10454,Bronx,10000,Large supermarket,True,-73.91717,40.80728
603809,GRCY DELI KINGSBRIDGE,GROCERY DELI KINGSBRIDGE AVE INC,AC,245 W 230TH ST,BRONX,10463,Bronx,1500,Corner store or specialty,True,-73.90791,40.87817
603826,NOBOA GROCERY,846 GROCERY CORP,AC,846 GERARD AVE,BRONX,10451,Bronx,3000,Small supermarket or grocer,True,-73.92532,40.82683
603841,KEY FOOD SUPERMARKET,BRONX 656 FOOD CORP,AC,656 CASTLE HILL AVE,BRONX,10473,Bronx,35000,Large supermarket,True,-73.84806,40.82013
603904,C TOWN,RIVERDALE MEAT&PRODUCE CORP,AC,5249 BROADWAY,BRONX,10463,Bronx,8000,Standard supermarket,True,-73.9084,40.87559
603933,FINE FARE SUPERMARKET,GREEN FOREST FOOD CORP,ABC,1136 OGDEN AVE,BRONX,10452,Bronx,20000,Large supermarket,True,-73.92775,40.83583
603940,LOS RODRIGUEZ DELI&GROCERY,LOS RODRIGUEZ DELI&GROCERY CORP,AC,879 E 175TH ST ####,BRONX,10460,Bronx,5000,Standard supermarket,True,-73.88824,40.8399
603960,CVS 03096,CVS ALBANY LLC,A,3775 E TREMONT AVE###,BRONX,10465,Bronx,1000,Other licensed food retailer,False,-73.82086,40.8255
603962,RITE AID 4294,RITE AID OF NEW YORK INC,A,4159 WHITE PLAINS RD,BRONX,10466,Bronx,10000,Other licensed food retailer,False,-73.85804,40.89222
604012,WESTCHESTER DELI GRCY,WESTCHESTER DELI GROCERY INC,AC,2397 WESTCHESTER AVE,BRONX,10461,Bronx,1000,Corner store or specialty,True,-73.84641,40.83705
604037,ILIANA DELI GROCERY,ILIANA DELI GROCERY LLC,AC,25 E 176TH ST,BRONX,10453,Bronx,1800,Corner store or specialty,True,-73.91073,40.84845
604052,LA BONITA GROCERY,LA BONITA GROCERY STORE CORP,AC,231 E 183RD ST###,BRONX,10458,Bronx,1200,Corner store or specialty,True,-73.89922,40.85717
604055,MERGIMTARI MEAT&GROCERY,MERGIMTARI MEAT&GROCERY LLC,AC,565 E 187TH ST,BRONX,10458,Bronx,1500,Corner store or specialty,True,-73.88861,40.85611
604082,SALLY FOOD,SALLY FOOD CORP,AC,126-28 W 228TH ST,BRONX,10463,Bronx,1200,Corner store or specialty,True,-73.90846,40.87629
604092,FOODTOWN #647,C MARKET FOOD CORP,AC,3734-36 WHITE PLAINS RD,BRONX,10467,Bronx,8000,Standard supermarket,True,-73.86348,40.88239
604124,TWIN MOUNT SERVICE,TWIN MOUNT SERVICE STATION INC,AC,3333 E TREMONT AVE,BRONX,10461,Bronx,800,Corner store or specialty,True,-73.83017,40.83501
604126,NUNEZ GERARDO A,NUNEZ GERARDO A,AC,2856 VALENTINE AVE,BRONX,10458,Bronx,1200,Corner store or specialty,True,-73.88964,40.86969
604230,COSENZAS FISH MARKET,JJC FISH MARKET INC,ACHK,2354 ARTHUR AVE,BRONX,10458,Bronx,800,Corner store or specialty,True,-73.88839,40.85461
604248,MANUELS FISH MARKET,WILLETS POINT FISH MARKET INC,AC,2724 E TREMONT AVE,BRONX,10461,Bronx,0,Corner store or specialty,True,-73.84497,40.84237
604249,S&J DELI,AHMON FOOD INC,AC,1572 WILLIAMSBRIDGE RD,BRONX,10461,Bronx,1800,Corner store or specialty,True,-73.84834,40.84665
604283,E&V BAKERY,MORRIS PARK BAKING CORP,ABH,1723-1729 UNIONPORT RD,BRONX,10462,Bronx,7000,Other licensed food retailer,False,-73.86716,40.84393
604311,1359 OGDEN GROCERY,1359 OGDEN GROCERY CORP,AC,1359 OGDEN AVE,BRONX,10452,Bronx,2500,Small supermarket or grocer,True,-73.92495,40.84136
604316,MERCY GAS,MERCY GAS INC,AC,4220 BRONX BLVD,BRONX,10466,Bronx,500,Corner store or specialty,True,-73.8609,40.89514
604323,EL KIOSCO GROCERY,EL KIOSCO GROCERY CORP,AC,1814 CROTONA AVE,BRONX,10457,Bronx,1000,Corner store or specialty,True,-73.89325,40.84308
604381,RITE AID 10541,GENOVESE DRUG STORES INC,A,5825-35 BROADWAY,BRONX,10463,Bronx,10000,Other licensed food retailer,False,-73.90053,40.88537
604384,LONGWOOD ONE FISH,LONGWOOD ONE FISH CORP,AC,838 WESTCHESTER AVE,BRONX,10455,Bronx,1000,Corner store or specialty,True,-73.90214,40.8194
604386,RITE AID 10543,GENOVESE DRUG STORES INC,A,21B KNOLLS CRESCENT,BRONX,10463,Bronx,10000,Other licensed food retailer,False,-73.91775,40.8786
604387,CAPRI DELI,MNY DELI CORP,AC,159 EINSTEIN LOOP,BRONX,10475,Bronx,2000,Corner store or specialty,True,-73.82243,40.864
604459,PICA LUIS MEAT MARKET,PICA LUIS MEAT MARKET CORP,AC,251 W KINGSBRIDGE RD,BRONX,10463,Bronx,1300,Corner store or specialty,True,-73.90488,40.87273
604464,BIANCARDI MEATS,A BIANCARDI&SONS INC,AC,2350 ARTHUR AVE,BRONX,10458,Bronx,2000,Corner store or specialty,True,-73.88847,40.8545
604498,MEGA FOOD STORE,MEGA FOOD STORE INC,AC,1405 WEBSTER AVE,BRONX,10456,Bronx,1200,Corner store or specialty,True,-73.90727,40.83651
604501,A&G DELI GROCERY,A&G DELI GROCERY CORP,AC,931 FOX ST,BRONX,10459,Bronx,1600,Corner store or specialty,True,-73.89387,40.82072
604509,MANUEL MINI GROC CORP,MANUEL MINI GROCERY CORP,AC,648-650A WESTCHESTER AVE,BRONX,10455,Bronx,1000,Corner store or specialty,True,-73.90876,40.81603
604562,MALATA AFRICAN MARKET,MALATA AFRICAN&CARIBBEAN MKT INC,AC,185 MCCLELLAN ST STORE #8,BRONX,10456,Bronx,1000,Corner store or specialty,True,-73.91794,40.83272
604622,TREMONT FISH,TREMONT FISH CORP,AC,725 E TREMONT AVE,BRONX,10457,Bronx,1400,Corner store or specialty,True,-73.89031,40.845
604631,WEST FARM FISH MARKET,LEE HOJOON,AC,855 E TREMONT AVE,BRONX,10460,Bronx,800,Corner store or specialty,True,-73.88655,40.84316
604712,KATELYN FOOD CENTER,KATELYN FOOD CENTER INC,AC,3201 PARK AVE,BRONX,10451,Bronx,1300,Corner store or specialty,True,-73.91644,40.82509
604783,JL MEAT MARKET,JL MEAT MARKET CORP,AC,26 E 167TH ST,BRONX,10452,Bronx,1000,Corner store or specialty,True,-73.92153,40.83584
604815,CALABRIA PORK STORE,CALABRIA PORK STORE INC,AC,2338 ARTHUR AVE,BRONX,10458,Bronx,2000,Corner store or specialty,True,-73.88876,40.85419
604821,1296 RIVERA GROCERY,1296 RIVERA GROCERY INC,AC,1296 WALTON AVE,BRONX,10452,Bronx,1000,Corner store or specialty,True,-73.9177,40.83735
604848,NAGUABO GROCERY,NAGUABO GROCERY CORP,AC,26 E MOUNT EDEN AVE ##,BRONX,10452,Bronx,1000,Corner store or specialty,True,-73.9141,40.84409
604850,250 JB FOOD CENTER,250 JB FOOD CENTER INC,AC,250 E GUN HILL RD,BRONX,10467,Bronx,1200,Corner store or specialty,True,-73.87597,40.87987
604863,WALGREENS 5074,WALGREEN EASTERN CO INC,A,55 WESTCHESTER SQ,BRONX,10461,Bronx,3500,Other licensed food retailer,False,-73.84342,40.84158
604888,VARGAS GROCERY,VARGAS RONIS M,AC,208 W 238TH ST,BRONX,10463,Bronx,1500,Corner store or specialty,True,-73.89949,40.88475
604916,PEOPLE'S CHOICE MT MKT & GRILL,TIRADO ENTERPRISES INC,AC,427 E 149TH ST,BRONX,10455,Bronx,1300,Other licensed food retailer,False,-73.91693,40.81575
604942,BIG DEAL SUPERMARKET,MORRIS PARK SUPERMARKET FOOD CORP,AC,1018 MORRIS PARK AVE,BRONX,10462,Bronx,8500,Standard supermarket,True,-73.8558,40.84831
604974,RITE AID PHARMACY 03844,RITE AID OF NEW YORK INC,A,950-960 SOUTHERN BLVD,BRONX,10459,Bronx,5000,Other licensed food retailer,False,-73.891636,40.821302
604987,BROTHERS FOOD MARKET,YAFAI HAMOOD A & ELOUDI ABDULRAHMAN,AC,761 E 182ND ST,BRONX,10460,Bronx,3000,Small supermarket or grocer,True,-73.88472,40.84926
604989,RITE AID PHARMACY 03774,RITE AID OF NEW YORK INC,A,2426-34 EASTCHESTER RD,BRONX,10469,Bronx,1500,Other licensed food retailer,False,-73.84309,40.86198
604997,RITE AID PHARMACY 03359,RITE AID OF NEW YORK INC,A,911 MORRIS PARK AVE,BRONX,10462,Bronx,5000,Other licensed food retailer,False,-73.85935,40.84702
604998,RITE AID PHARMACY 02669,RITE AID OF NEW YORK INC,A,2063 BARTOW AVE,BRONX,10475,Bronx,4000,Other licensed food retailer,False,-73.82814,40.86958
605014,C-TOWN SUPERMARKET,MR SUPER FOOD CORP,ABCK,30 E 198TH ST,BRONX,10468,Bronx,10000,Large supermarket,True,-73.89222,40.87089
605037,FOOD UNIVERSE MARKETPLACE,JD 248 FOOD CORP,AC,248 E 174TH ST,BRONX,10457,Bronx,10000,Large supermarket,True,-73.90687,40.8447
605067,CVS PHARMACY 7067,CVS ALBANY LLC,A,1916 WILLIAMSBRIDGE RD###,BRONX,10461,Bronx,6000,Other licensed food retailer,False,-73.85332,40.85282
605070,CVS PHARMACY 02551,CVS ALBANY LLC,A,3125 BAINBRIDGE AVE###,BRONX,10467,Bronx,4000,Other licensed food retailer,False,-73.87937,40.87445
605074,KEY FOOD SUPERMARKET,MD 1511 MEAT & PRODUCE CORP,AC,1511 METROPOLITAN AVE,BRONX,10462,Bronx,10000,Large supermarket,True,-73.85888,40.83929
605075,CVS PHARMACY 02437,CVS ALBANY LLC,A,732 ALLERTON AVE###,BRONX,10467,Bronx,1500,Other licensed food retailer,False,-73.86604,40.86545
605076,CVS PHARMACY 02438,CVS ALBANY LLC,A,282 E 149TH ST####,BRONX,10451,Bronx,3500,Other licensed food retailer,False,-73.92211,40.81724
605078,CVS PHARMACY 02433,CVS ALBANY LLC,A,2112 WHITE PLAINS RD####,BRONX,10462,Bronx,10000,Other licensed food retailer,False,-73.86771,40.85386
605080,CVS PHARMACY 07066,CVS ALBANY LLC,A,565 W 235TH ST###,BRONX,10463,Bronx,2500,Other licensed food retailer,False,-73.91053,40.88576
605082,BATTAGLIA'S MARKET,EASTCHESTER MEAT MARKET INC,ABC,2503 EASTCHESTER RD,BRONX,10469,Bronx,2000,Corner store or specialty,True,-73.84341,40.863
605104,MASWARAH GROCERY & DELI,MASWARAH GROCERY & DELI INC,AC,3613 KINGSBRIDGE AVE,BRONX,10463,Bronx,1200,Corner store or specialty,True,-73.90215,40.88421
605119,FELOMAR GROCERY STORE,FELOMAR GROCERY STORE INC,AC,154 E 175TH ST ###,BRONX,10457,Bronx,800,Corner store or specialty,True,-73.90803,40.84681
605123,YAMASA DELI GROCERY III,YAMASA DELI&GROCERY III LLC,AC,99 MCCLELLAN ST,BRONX,10452,Bronx,800,Corner store or specialty,True,-73.92062,40.83363
605135,EL RANCHITO TWO,CAZARES GUALBERTO,ABC,456 E 138TH ST,BRONX,10454,Bronx,800,Corner store or specialty,True,-73.92106,40.80834
605168,FOREST DELI GROCERY,DUME JOSE,AC,751 FOREST AVE,BRONX,10456,Bronx,1500,Corner store or specialty,True,-73.90614,40.81837
605256,KEY FOOD 1323,3151 WESTCHESTER AVENUE FOOD CORP,AC,3151 WESTCHESTER AVE ####,BRONX,10461,Bronx,2500,Small supermarket or grocer,True,-73.83058,40.85009
605262,YOUNGS FRUIT MARKET,LEE JIN YOUNG,AC,713 BURKE AVE,BRONX,10467,Bronx,800,Corner store or specialty,True,-73.86656,40.87143
605286,CHANG LI SUPERMARKET,CHANG LI SUPERMARKET INC,AC,2079 BENEDICT AVE,BRONX,10462,Bronx,15000,Large supermarket,True,-73.85507,40.8348
605288,BANESA DELI GROCERY 2,RODRIGUEZ BANESA,AC,2007 ANTHONY AVE,BRONX,10457,Bronx,700,Corner store or specialty,True,-73.90288,40.85151
605320,RANDAZZOS FISH MARKET,RANDAZZOS SEAFOOD INC,AC,2327 ARTHUR AVE,BRONX,10458,Bronx,800,Corner store or specialty,True,-73.88902,40.85405
605358,SPANISH AMERICAN GRCY,SENCION VILLEGAS MORALES,AC,655 BURKE AVE #1,BRONX,10467,Bronx,1000,Corner store or specialty,True,-73.86915,40.87148
605377,FINE FARE SUPERMARKET,AC&L FOOD CORP,ABC,3680 E TREMONT AVE,BRONX,10465,Bronx,10000,Large supermarket,True,-73.82323,40.82734
605400,C TOWN,FAMA FOOD CORP,AC,2276 CRESTON AVE,BRONX,10453,Bronx,5000,Standard supermarket,True,-73.90105,40.85757
605533,VC DELI GROCERY,CEVERINO VERONICA,AC,640 E 180TH STREET,BRONX,10457,Bronx,800,Corner store or specialty,True,-73.8903,40.84885
605536,PRODUCTOS CENTROAMERICANOS,PRODUCTOS CENTROAMERICANOS CORP,AC,800 E 149TH STREET,BRONX,10455,Bronx,1000,Corner store or specialty,True,-73.9066,40.81272
